Id,Weekly_Sales
2_72_2013-06-07,13955.126321438853
2_72_2013-06-14,13973.425646451387
2_72_2013-06-21,13991.740961717449
2_72_2013-06-28,14010.072274220267
2_72_2013-07-05,14028.419590943051
2_72_2013-07-12,14046.78291886904
2_72_2013-07-19,14065.162264981442
2_72_2013-07-26,14083.55763626349
2_74_2012-11-02,14120.396482269416
2_74_2012-11-09,14138.83997095974
2_74_2012-11-16,14157.299512752601
2_74_2012-11-23,14175.775114631231
2_74_2012-11-30,14194.266783578843
2_74_2012-12-07,14212.774526578665
2_74_2012-12-14,14231.29835061392
2_74_2012-12-21,14249.838262667841
2_74_2012-12-28,14268.394269723636
2_74_2013-01-04,14286.966378764542
2_74_2013-01-11,14305.554596773773
2_74_2013-01-18,14324.158930734555
2_74_2013-01-25,14342.779387630113
2_74_2013-02-01,14361.415974443677
2_74_2013-02-08,14380.06869815846
2_74_2013-02-15,14398.737565757689
2_74_2013-02-22,14417.422584224596
2_74_2013-03-01,14436.123760542392
2_74_2013-03-08,14454.841101694306
2_74_2013-03-15,14473.574614663565
2_74_2013-03-22,14492.324306433393
2_74_2013-03-29,14511.090183987006
2_74_2013-04-05,14529.872254307638
2_74_2013-04-12,14567.485001182826
2_74_2013-04-19,14586.315691703834
2_74_2013-04-26,14605.162602924758
2_74_2013-05-03,14642.905115399217
2_74_2013-05-10,14680.712594471988
2_74_2013-05-17,14718.585096008866
2_74_2013-05-24,14737.545747659413
2_74_2013-05-31,14794.525389938119
2_74_2013-06-07,14851.651709855145
2_74_2013-06-14,14870.726444113267
2_74_2013-06-21,14908.924895957534
2_74_2013-06-28,14928.04862751012
2_74_2013-07-05,14947.18870546064
2_74_2013-07-12,15081.627536847267
2_74_2013-07-19,15158.810422382083
2_74_2013-07-26,15178.147201799273
2_77_2013-01-11,15216.870079156412
2_79_2012-11-02,15313.965289815755
2_79_2012-11-09,15333.433762201954
2_79_2012-11-16,15352.918727633794
2_79_2012-11-23,15372.420193094484
2_79_2012-11-30,15391.93816556726
2_79_2012-12-07,15431.023659481936
2_79_2012-12-14,15470.175265243624
2_79_2012-12-21,15529.026755805704
2_79_2012-12-28,15548.677035771168
2_79_2013-01-04,15568.34388559773
2_79_2013-01-11,15588.027312268607
2_79_2013-01-18,15607.727322767032
2_79_2013-01-25,15627.443924076215
2_79_2013-02-01,15647.177123179394
2_79_2013-02-08,15666.926927059776
2_79_2013-02-15,15686.693342700597
2_79_2013-02-22,15706.476377085077
2_79_2013-03-01,13670.334667355426
2_79_2013-03-08,13688.384227749078
2_79_2013-03-15,13706.449668921014
2_79_2013-03-22,13724.530997854457
2_79_2013-03-29,13742.62822153264
2_79_2013-04-05,13760.74134693877
2_79_2013-04-12,13778.87038105608
2_79_2013-04-19,13797.0153308678
2_79_2013-04-26,13815.17620335714
2_79_2013-05-03,13833.353005507328
2_79_2013-05-10,13851.545744301593
2_79_2013-05-17,13869.75442672316
2_79_2013-05-24,13887.979059755244
2_79_2013-05-31,13906.219650381077
2_79_2013-06-07,13942.748732346865
2_79_2013-06-14,13961.03723765327
2_79_2013-06-21,13997.66221182923
2_79_2013-06-28,14015.998694665228
2_79_2013-07-05,14034.351183977542
2_79_2013-07-12,14052.719686749384
2_79_2013-07-19,14071.104209963985
2_79_2013-07-26,14089.50476060457
2_80_2012-11-02,14107.921345654364
2_80_2012-11-09,14126.353972096584
2_80_2012-11-16,14144.802646914462
2_80_2012-11-23,14163.267377091212
2_80_2012-11-30,14181.748169610062
2_80_2012-12-07,14200.245031454237
2_80_2012-12-14,14218.757969606964
2_80_2012-12-21,14237.28699105146
2_80_2012-12-28,14255.832102770955
2_80_2013-01-04,14274.393311748665
2_80_2013-01-11,14292.970624967818
2_80_2013-01-18,14311.564049411638
2_80_2013-01-25,14330.173592063347
2_80_2013-02-01,14348.799259906176
2_80_2013-02-08,14386.098999098069
2_80_2013-02-15,14404.773084413577
2_80_2013-02-22,14423.463322853095
2_80_2013-03-01,14460.892287037057
2_80_2013-03-08,14498.38594751574
2_80_2013-03-15,14535.944360154926
2_80_2013-03-22,14554.747865992771
2_80_2013-03-29,14611.255665377996
2_80_2013-04-05,14649.008669693458
2_80_2013-04-12,14667.90953421845
2_80_2013-04-19,14686.826649632581
2_80_2013-04-26,14724.70966106117
2_80_2013-05-03,14743.675571042075
2_80_2013-05-10,14762.657759845008
2_80_2013-05-17,14895.989475073344
2_80_2013-05-24,14972.538236133629
2_80_2013-05-31,14991.716315492446
2_80_2013-06-07,15030.121590005123
2_80_2013-06-14,15126.421610975094
2_80_2013-06-21,15145.73084269572
2_80_2013-06-28,15165.056499886081
2_80_2013-07-05,15184.398589529397
2_80_2013-07-12,15203.757118608903
2_80_2013-07-19,15242.523523009344
2_80_2013-07-26,15281.355768953186
2_81_2012-11-02,15339.727712969265
2_81_2012-11-09,15359.218008934271
2_81_2012-11-16,15378.724807184466
2_81_2012-11-23,15398.248114703078
2_81_2012-11-30,15417.787938473331
2_81_2012-12-07,15437.344285478459
2_81_2012-12-14,15456.917162701668
2_81_2012-12-21,15476.506577126196
2_81_2012-12-28,15496.112535735256
2_81_2013-01-04,15515.735045512074
2_81_2013-01-11,13795.753990959356
2_81_2013-01-18,13813.913756815156
2_81_2013-01-25,13832.089451846576
2_81_2013-02-01,13850.281083036825
2_81_2013-02-08,13868.48865736914
2_81_2013-02-15,13886.712181826731
2_81_2013-02-22,13904.951663392829
2_81_2013-03-01,13923.207109050658
2_81_2013-03-08,13941.478525783446
2_81_2013-03-15,13959.765920574408
2_81_2013-03-22,13978.069300406776
2_81_2013-03-29,13996.388672263765
2_81_2013-04-05,14014.7240431286
2_81_2013-04-12,14033.075419984512
2_81_2013-04-19,14069.82621960245
2_81_2013-04-26,14088.22565633092
2_81_2013-05-03,14106.641126983366
2_81_2013-05-10,14125.072638542995
2_81_2013-05-17,14143.520197993039
2_81_2013-05-24,14161.983812316723
2_81_2013-05-31,14180.463488497275
2_81_2013-06-07,14198.959233517906
2_81_2013-06-14,14217.471054361853
2_81_2013-06-21,14235.99895801233
2_81_2013-06-28,14254.542951452562
2_81_2013-07-05,14273.103041665776
2_81_2013-07-12,14291.6792356352
2_81_2013-07-19,14310.271540344047
2_81_2013-07-26,14328.879962775545
2_82_2012-11-02,14347.504509912926
2_82_2012-11-09,14366.1451887394
2_82_2012-11-16,14384.802006238198
2_82_2012-11-23,14403.474969392542
2_82_2012-11-30,14422.164085185663
2_82_2012-12-07,14440.869360600773
2_82_2012-12-14,14459.590802621107
2_82_2012-12-21,14478.328418229876
2_82_2012-12-28,14515.852198145634
2_82_2013-01-04,14534.638376419078
2_82_2013-01-11,14553.440756213851
2_82_2013-01-18,14591.09414830031
2_82_2013-01-25,14628.812430270793
2_82_2013-02-01,14666.595657991104
2_82_2013-02-08,14685.511643965498
2_82_2013-02-15,14742.357174144337
2_82_2013-02-22,14799.349209354355
2_82_2013-03-01,14818.379143686338
2_82_2013-03-08,14856.487938142589
2_82_2013-03-15,14875.566812233314
2_82_2013-03-22,14894.6620135434
2_82_2013-03-29,15028.786171446996
2_82_2013-04-05,15105.788821634349
2_82_2013-04-12,15125.080494268244
2_82_2013-04-19,15163.713100523084
2_82_2013-04-26,15260.58229780167
2_82_2013-05-03,15280.00550997601
2_82_2013-05-10,15299.445196017405
2_82_2013-05-17,15318.901362909091
2_82_2013-05-24,15338.37401763428
2_82_2013-05-31,15377.368818518078
2_82_2013-06-07,15416.429654534602
2_82_2013-06-14,15475.144846639649
2_82_2013-06-21,15494.74965542896
2_82_2013-06-28,15514.371014900793
2_82_2013-07-05,15534.00893203838
2_82_2013-07-12,15553.663413824928
2_82_2013-07-19,15573.334467243676
2_82_2013-07-26,15593.022099277836
2_83_2012-11-02,15612.726316910635
2_83_2012-11-09,15632.447127125299
2_83_2012-11-16,15652.184536905057
2_83_2012-11-23,13818.30825903753
2_83_2012-11-30,13836.487807738711
2_83_2012-12-07,13854.68329428768
2_83_2012-12-14,13872.894725667667
2_83_2012-12-21,13891.122108861895
2_83_2012-12-28,13909.365450853595
2_83_2013-01-04,13927.624758625976
2_83_2013-01-11,13945.900039162278
2_83_2013-01-18,13964.191299445709
2_83_2013-01-25,13982.4985464595
2_83_2013-02-01,14000.821787186875
2_83_2013-02-08,14019.161028611063
2_83_2013-02-15,14037.516277715276
2_83_2013-02-22,14055.887541482745
2_83_2013-03-01,14092.678140940348
2_83_2013-03-08,14111.097490596923
2_83_2013-03-15,14147.984324681753
2_83_2013-03-22,14166.451823076448
2_83_2013-03-29,14184.93538501697
2_83_2013-04-05,14203.435017486532
2_83_2013-04-12,14221.95072746836
2_83_2013-04-19,14240.482521945682
2_83_2013-04-26,14259.030407901724
2_83_2013-05-03,14277.594392319701
2_83_2013-05-10,14296.17448218284
2_83_2013-05-17,14314.770684474373
2_83_2013-05-24,14333.38300617751
2_83_2013-05-31,14352.01145427548
2_83_2013-06-07,14370.656035751508
2_83_2013-06-14,14389.316757588826
2_83_2013-06-21,14407.993626770642
2_83_2013-06-28,14426.686650280191
2_83_2013-07-05,14445.39583510069
2_83_2013-07-12,14464.121188215364
2_83_2013-07-19,14482.862716607437
2_83_2013-07-26,14501.62042726014
2_85_2012-11-02,14539.18442328031
2_85_2012-11-09,14557.990722614222
2_85_2012-11-16,14576.813232141652
2_85_2012-11-23,14614.506909709964
2_85_2012-11-30,14652.265511851043
2_85_2012-12-07,14690.08909443067
2_85_2012-12-14,14709.025270842994
2_85_2012-12-21,14765.931424368722
2_85_2012-12-28,14803.950283458735
2_85_2013-01-04,14822.984160975266
2_85_2013-01-11,14842.034346450448
2_85_2013-01-18,14880.183669209664
2_85_2013-01-25,14899.282820460141
2_85_2013-02-01,14918.398307602169
2_85_2013-02-08,15052.664709150398
2_85_2013-02-15,15129.748832208408
2_85_2013-02-22,15149.06089474043
2_85_2013-03-01,15187.734306808048
2_85_2013-03-08,15284.70567038179
2_85_2013-03-15,15304.1493418317
2_85_2013-03-22,15323.609495820852
2_85_2013-03-29,15343.086139332474
2_85_2013-04-05,15362.579279349791
2_85_2013-04-12,15401.615076834387
2_85_2013-04-19,15440.716944140424
2_85_2013-04-26,15499.493748221113
2_85_2013-05-03,15519.119111680006
2_85_2013-05-10,15538.761034493606
2_85_2013-05-17,15558.419523645129
2_85_2013-05-24,15578.094586117802
2_85_2013-05-31,15597.786228894853
2_85_2013-06-07,15617.494458959507
2_85_2013-06-14,15637.219283294979
2_85_2013-06-21,15656.960708884502
2_85_2013-06-28,15676.718742711291
2_85_2013-07-05,13612.586666015599
2_85_2013-07-12,13630.585370203113
2_85_2013-07-19,13648.59993278532
2_85_2013-07-26,13666.630360745434
2_87_2012-11-02,13684.676661066682
2_87_2012-11-09,13702.73884073229
2_87_2012-11-16,13720.816906725486
2_87_2012-11-23,13738.910866029484
2_87_2012-11-30,13757.020725627517
2_87_2012-12-07,13775.146492502798
2_87_2012-12-14,13793.288173638555
2_87_2012-12-21,13811.445776018016
2_87_2012-12-28,13829.6193066244
2_87_2013-01-04,13847.80877244094
2_87_2013-01-11,13884.235537637354
2_87_2013-01-18,13902.472850983675
2_87_2013-01-25,13938.995374088674
2_87_2013-02-01,13957.280597813804
2_87_2013-02-08,13975.581805631642
2_87_2013-02-15,13993.899004525425
2_87_2013-02-22,14012.232201478362
2_87_2013-03-01,14030.581403473687
2_87_2013-03-08,14048.946617494621
2_87_2013-03-15,14067.327850524394
2_87_2013-03-22,14085.725109546218
2_87_2013-03-29,14104.138401543323
2_87_2013-04-05,14122.56773349894
2_87_2013-04-12,14141.013112396276
2_87_2013-04-19,14159.474545218565
2_87_2013-04-26,14177.952038949028
2_87_2013-05-03,14196.445600570898
2_87_2013-05-10,14214.955237067385
2_87_2013-05-17,14233.480955421725
2_87_2013-05-24,14252.022762617127
2_87_2013-05-31,14270.580665636824
2_87_2013-06-07,14289.154671464039
2_87_2013-06-14,14326.351019473925
2_87_2013-06-21,14344.97337562304
2_87_2013-06-28,14363.611862512564
2_87_2013-07-05,14400.937256445743
2_87_2013-07-12,14438.32725713926
2_87_2013-07-19,14475.781920458905
2_87_2013-07-26,14494.53351806158
2_90_2012-11-02,14550.885458439718
2_90_2012-11-09,14607.383266820716
2_90_2012-11-16,14626.248317314505
2_90_2012-11-23,14664.027131751609
2_90_2012-11-30,14682.940909661378
2_90_2012-12-07,14701.87094400958
2_90_2012-12-14,14834.836951314113
2_90_2012-12-21,14911.176243978809
2_90_2012-12-28,14930.30190027974
2_90_2013-01-04,14968.602261525859
2_90_2013-01-11,15064.639607616476
2_90_2013-01-18,15083.896237210452
2_90_2013-01-25,15103.169269890557
2_90_2013-02-01,15122.458712640022
2_90_2013-02-08,15141.764572442073
2_90_2013-02-15,15180.42557113683
2_90_2013-02-22,15219.15232184061
2_90_2013-03-01,15277.3658551196
2_90_2013-03-08,15296.803302738388
2_90_2013-03-15,15316.257230258767
2_90_2013-03-22,15335.727644663975
2_90_2013-03-29,15355.214552937221
2_90_2013-04-05,15374.717962061735
2_90_2013-04-12,15394.237879020744
2_90_2013-04-19,15413.774310797475
2_90_2013-04-26,15433.327264375139
2_90_2013-05-03,15452.896746736975
2_90_2013-05-10,13778.128595783686
2_90_2013-05-17,13796.27289451034
2_90_2013-05-24,13814.43311562901
2_90_2013-05-31,13832.609266122923
2_90_2013-06-07,13850.801352975292
2_90_2013-06-14,13869.009383169354
2_90_2013-06-21,13887.233363688318
2_90_2013-06-28,13905.473301515414
2_90_2013-07-05,13923.729203633868
2_90_2013-07-12,13942.001077026907
2_90_2013-07-19,13960.288928677744
2_90_2013-07-26,13978.59276556961
2_91_2012-11-02,13996.912594685735
2_91_2012-11-09,14015.248423009327
2_91_2012-11-16,14051.968105211832
2_91_2012-11-23,14070.351973057197
2_91_2012-11-30,14088.751868042928
2_91_2012-12-07,14107.167797152259
2_91_2012-12-14,14125.5997673684
2_91_2012-12-21,14144.047785674582
2_91_2012-12-28,14162.51185905403
2_91_2013-01-04,14180.991994489972
2_91_2013-01-11,14199.48819896562
2_91_2013-01-18,14218.000479464205
2_91_2013-01-25,14236.528842968955
2_91_2013-02-01,14255.073296463082
2_91_2013-02-08,14273.633846929817
2_91_2013-02-15,14292.210501352381
2_91_2013-02-22,14310.803266714009
2_91_2013-03-01,14329.412149997906
2_91_2013-03-08,14348.037158187313
2_91_2013-03-15,14366.678298265439
2_91_2013-03-22,14385.335577215514
2_91_2013-03-29,14404.009002020763
2_91_2013-04-05,14422.698579664413
2_91_2013-04-12,14441.404317129678
2_91_2013-04-19,14460.126221399794
2_91_2013-04-26,14497.618558287442
2_91_2013-05-03,14516.389004871426
2_91_2013-05-10,14535.17564619315
2_91_2013-05-17,14572.797540982716
2_91_2013-05-24,14610.484298521922
2_91_2013-05-31,14648.235974676552
2_91_2013-06-07,14667.13617469272
2_91_2013-06-14,14723.934306295276
2_91_2013-06-21,14761.881073490935
2_91_2013-06-28,14780.878881876624
2_91_2013-07-05,14799.89298276519
2_91_2013-07-12,14837.970089983823
2_91_2013-07-19,14857.033110280337
2_91_2013-07-26,14876.11245101262
2_92_2012-11-02,15010.12539493083
2_92_2012-11-09,15087.064345030254
2_92_2012-11-16,15106.340075683174
2_92_2012-11-23,15144.94077762526
2_92_2012-11-30,15241.730095409022
2_92_2012-12-07,15261.137311333598
2_92_2012-12-14,15280.560994341644
2_92_2012-12-21,15300.00115141637
2_92_2012-12-28,15319.457789541015
2_92_2013-01-04,15358.420536872918
2_92_2013-01-11,15397.44929220315
2_92_2013-01-18,15456.116312401793
2_92_2013-01-25,15475.705050321772
2_92_2013-02-01,15495.310332140678
2_92_2013-02-08,15514.93216484173
2_92_2013-02-15,15534.570555408161
2_92_2013-02-22,15554.22551082318
2_92_2013-03-01,15573.897038070027
2_92_2013-03-08,15593.58514413191
2_92_2013-03-15,15613.289835992058
2_92_2013-03-22,13474.534904460425
2_92_2013-03-29,13492.411739844712
2_92_2013-04-05,13510.30437985593
2_92_2013-04-12,13528.212831477305
2_92_2013-04-19,13546.137101692051
2_92_2013-04-26,13564.077197483399
2_92_2013-05-03,13582.033125834576
2_92_2013-05-10,13600.004893728796
2_92_2013-05-17,13617.992508149286
2_92_2013-05-24,13635.995976079272
2_92_2013-05-31,13654.015304501982
2_92_2013-06-07,13672.05050040063
2_92_2013-06-14,13690.10157075845
2_92_2013-06-21,13708.168522558653
2_92_2013-06-28,13744.350098419125
2_92_2013-07-05,13762.464736445847
2_92_2013-07-12,13780.59528384785
2_92_2013-07-19,13798.741747608365
2_92_2013-07-26,13816.904134710607
2_93_2012-11-02,13835.082452137805
2_93_2012-11-09,13853.276706873183
2_93_2012-11-16,13871.48690589997
2_93_2012-11-23,13889.713056201377
2_93_2012-11-30,13907.955164760637
2_93_2012-12-07,13926.213238560977
2_93_2012-12-14,13944.487284585608
2_93_2012-12-21,13962.777309817762
2_93_2012-12-28,13981.083321240663
2_93_2013-01-04,13999.405325837537
2_93_2013-01-11,14017.7433305916
2_93_2013-01-18,14036.097342486086
2_93_2013-01-25,14054.467368504205
2_93_2013-02-01,14072.853415629188
2_93_2013-02-08,14091.25549084426
2_93_2013-02-15,14109.67360113265
2_93_2013-02-22,14128.107753477569
2_93_2013-03-01,14146.557954862246
2_93_2013-03-08,14183.50653268378
2_93_2013-03-15,14202.004923087077
2_93_2013-03-22,14220.519390463029
2_93_2013-03-29,14257.596584065794
2_93_2013-04-05,14294.738169357857
2_93_2013-04-12,14331.944202205006
2_93_2013-04-19,14350.571403919805
2_93_2013-04-26,14406.549834027745
2_93_2013-05-03,14443.9495447349
2_93_2013-05-10,14462.67364822871
2_93_2013-05-17,14481.41392646031
2_93_2013-05-24,14518.94303506976
2_93_2013-05-31,14537.731879414056
2_93_2013-06-07,14556.536926429031
2_93_2013-06-14,14688.626516903721
2_93_2013-06-21,14764.46381706069
2_93_2013-06-28,14783.463840815284
2_93_2013-07-05,14821.512775665458
2_93_2013-07-12,14916.92061483046
2_93_2013-07-19,14936.05118173603
2_93_2013-07-26,14955.198097959974
2_94_2012-11-02,14974.361370485529
2_94_2012-11-09,14993.541006295904
2_94_2012-11-16,15031.94939570403
2_94_2012-11-23,15070.423322050141
2_94_2012-11-30,15128.25721553446
2_94_2012-12-07,15147.568009019496
2_94_2012-12-14,15166.89522863837
2_94_2012-12-21,15186.23888137431
2_94_2012-12-28,15205.598974210534
2_94_2013-01-04,15224.975514130274
2_94_2013-01-11,15244.368508116751
2_94_2013-01-18,15263.777963153178
2_94_2013-01-25,15283.203886222786
2_94_2013-02-01,15302.6462843088
2_94_2013-02-08,13646.452728570403
2_94_2013-02-15,13664.481265860064
2_94_2013-02-22,13682.525674678827
2_94_2013-03-01,13700.585962009924
2_94_2013-03-08,13718.662134836575
2_94_2013-03-15,13736.754200142013
2_94_2013-03-22,13754.862164909448
2_94_2013-03-29,13772.986036122116
2_94_2013-04-05,13791.12582076323
2_94_2013-04-12,13809.281525816019
2_94_2013-04-19,13827.453158263706
2_94_2013-04-26,13845.64072508952
2_94_2013-05-03,13863.844233276677
2_94_2013-05-10,13882.063689808407
2_94_2013-05-17,13918.55047583846
2_94_2013-05-24,13936.817819303235
2_94_2013-05-31,13973.400442048409
2_94_2013-06-07,13991.715735295249
2_94_2013-06-14,14010.04702576923
2_94_2013-06-21,14028.394320453564
2_94_2013-06-28,14046.757626331482
2_94_2013-07-05,14065.136950386206
2_94_2013-07-12,14083.532299600967
2_94_2013-07-19,14101.943680958977
2_94_2013-07-26,14120.371101443468
2_95_2012-11-02,14138.814568037656
2_95_2012-11-09,14157.27408772477
2_95_2012-11-16,14175.749667488031
2_95_2012-11-23,14194.241314310673
2_95_2012-11-30,14212.749035175904
2_95_2012-12-07,14231.272837066954
2_95_2012-12-14,14249.812726967055
2_95_2012-12-21,14268.368711859417
2_95_2012-12-28,14286.94079872727
2_95_2013-01-04,14305.528994553839
2_95_2013-01-11,14324.133306322352
2_95_2013-01-18,14361.390305618082
2_95_2013-01-25,14380.043007111746
2_95_2013-02-01,14398.711852480244
2_95_2013-02-08,14436.098002774643
2_95_2013-02-15,14473.548812367058
2_95_2013-02-22,14511.064337123275
2_95_2013-03-01,14529.846385145871
2_95_2013-03-08,14586.289755590298
2_95_2013-03-15,14642.879112247372
2_95_2013-03-22,14661.774705102027
2_95_2013-03-29,14699.614643664136
2_95_2013-04-05,14718.559003338034
2_95_2013-04-12,14737.519632584788
2_95_2013-04-19,14870.700171942952
2_95_2013-04-26,14947.162343309848
2_95_2013-05-03,14966.318752122379
2_95_2013-05-10,15004.680657794957
2_95_2013-05-17,15100.872094804108
2_95_2013-05-24,15120.159581985044
2_95_2013-05-31,15139.463485386537
2_95_2013-06-07,15158.783811991814
2_95_2013-06-14,15178.120568784101
2_95_2013-06-21,15216.84340086258
2_95_2013-06-28,15255.63203748776
2_95_2013-07-05,15313.938498157026
2_95_2013-07-12,15333.40694784141
2_95_2013-07-19,15352.891890561807
2_95_2013-07-26,15372.393333301447
2_96_2012-11-02,15391.911283043552
2_96_2012-11-09,15411.445746771347
2_96_2012-11-16,15430.996731468063
2_96_2012-11-23,15450.564244116911
2_96_2012-11-30,15470.148291701125
2_96_2012-12-07,15489.748881203917
2_96_2012-12-14,13480.878984096269
2_96_2012-12-21,13498.761428980639
2_96_2012-12-28,13516.659680970835
2_96_2013-01-04,13534.573747050074
2_96_2013-01-11,13552.503634201586
2_96_2013-01-18,13570.449349408587
2_96_2013-01-25,13588.410899654304
2_96_2013-02-01,13606.388291921961
2_96_2013-02-08,13624.38153319479
2_96_2013-02-15,13642.390630456
2_96_2013-02-22,13660.415590688823
2_96_2013-03-01,13678.456420876488
2_96_2013-03-08,13696.513128002203
2_96_2013-03-15,13714.585719049204
2_96_2013-03-22,13750.778580839953
2_96_2013-03-29,13768.898865550143
2_96_2013-04-05,13787.035062114519
2_96_2013-04-12,13805.187177516289
2_96_2013-04-19,13823.355218738683
2_96_2013-04-26,13841.539192764927
2_96_2013-05-03,13859.73910657825
2_96_2013-05-10,13877.954967161864
2_96_2013-05-17,13896.186781499002
2_96_2013-05-24,13914.43455657288
2_96_2013-05-31,13932.698299366722
2_96_2013-06-07,13950.978016863759
2_96_2013-06-14,13969.273716047215
2_96_2013-06-21,13987.585403900304
2_96_2013-06-28,14005.913087406254
2_96_2013-07-05,14024.256773548297
2_96_2013-07-12,14042.616469309643
2_96_2013-07-19,14060.992181673524
2_96_2013-07-26,14079.383917623161
2_97_2012-11-02,14097.791684141785
2_97_2012-11-09,14116.215488212607
2_97_2012-11-16,14134.655336818863
2_97_2012-11-23,14153.111236943767
2_97_2012-11-30,14190.071219682422
2_97_2012-12-07,14208.575316262628
2_97_2012-12-14,14227.095492294377
2_97_2012-12-21,14264.184110645412
2_97_2012-12-28,14301.337130601312
2_97_2013-01-04,14338.554608027882
2_97_2013-01-11,14357.18753575072
2_97_2013-01-18,14413.183158756156
2_97_2013-01-25,14469.324188164657
2_97_2013-02-01,14488.070209756555
2_97_2013-02-08,14525.61081252327
2_97_2013-02-15,14544.405407664539
2_97_2013-02-22,14563.216207955382
2_97_2013-03-01,14695.346140770152
2_97_2013-03-08,14771.206548228514
2_97_2013-03-15,14790.21235500569
2_97_2013-03-22,14828.272863337714
2_97_2013-03-29,14923.70967958794
2_97_2013-04-05,14942.84604934724
2_97_2013-04-12,14961.998770903803
2_97_2013-04-19,14981.167851240867
2_97_2013-04-26,15000.353297341646
2_97_2013-05-03,15038.773314767252
2_97_2013-05-10,15077.258879046425
2_97_2013-05-17,15135.11024802202
2_97_2013-05-24,15154.426871628602
2_97_2013-05-31,15173.759923847916
2_97_2013-06-07,15193.109411663192
2_97_2013-06-14,15212.475342057642
2_97_2013-06-21,15231.8577220145
2_97_2013-06-28,15251.25655851698
2_97_2013-07-05,15270.67185854831
2_97_2013-07-12,15290.103629091716
2_97_2013-07-19,15309.551877130425
2_97_2013-07-26,13473.644707531843
2_98_2012-11-02,13491.520755724463
2_98_2012-11-09,13509.412608196115
2_98_2012-11-16,13527.320271930026
2_98_2012-11-23,13545.243753909408
2_98_2012-11-30,13563.1830611175
2_98_2012-12-07,13581.138200537509
2_98_2012-12-14,13599.109179152669
2_98_2012-12-21,13617.0960039462
2_98_2012-12-28,13635.098681901329
2_98_2013-01-04,13653.117220001282
2_98_2013-01-11,13671.151625229275
2_98_2013-01-18,13689.201904568541
2_98_2013-01-25,13707.268065002292
2_98_2013-02-01,13743.448057086163
2_98_2013-02-08,13761.561902702735
2_98_2013-02-15,13779.691657346688
2_98_2013-02-22,13797.837328001258
2_98_2013-03-01,13815.998921649654
2_98_2013-03-08,13834.176445275109
2_98_2013-03-15,13852.369905860842
2_98_2013-03-22,13870.579310390087
2_98_2013-03-29,13888.804665846055
2_98_2013-04-05,13907.045979211975
2_98_2013-04-12,13925.303257471076
2_98_2013-04-19,13943.57650760657
2_98_2013-04-26,13961.865736601689
2_98_2013-05-03,13980.170951439653
2_98_2013-05-10,13998.492159103696
2_98_2013-05-17,14016.829366577025
2_98_2013-05-24,14035.182580842878
2_98_2013-05-31,14053.55180888447
2_98_2013-06-07,14071.937057685023
2_98_2013-06-14,14090.338334227768
2_98_2013-06-21,14108.75564549593
2_98_2013-06-28,14127.188998472724
2_98_2013-07-05,14145.638400141379
2_98_2013-07-12,14182.585377487168
2_98_2013-07-19,14201.082967130744
2_98_2013-07-26,14219.596633399076
2_99_2012-11-02,14256.672223742906
2_99_2012-11-09,14293.812204384441
2_99_2012-11-16,14331.016631189465
2_99_2012-11-23,14349.643029361352
2_99_2012-11-30,14405.619046753167
2_99_2012-12-07,14443.017147243412
2_99_2012-12-14,14461.740445106918
2_99_2012-12-21,14480.479917360317
2_99_2012-12-28,14518.007412969664
2_99_2013-01-04,14536.79545029206
2_99_2013-01-18,14555.599689937239
2_99_2013-02-01,14687.68361908218
2_99_2013-02-08,14763.517676539805
2_99_2013-02-15,14782.516888749815
2_99_2013-02-22,14820.564199467128
2_99_2013-03-29,14915.967972211743
2_99_2013-04-05,14935.097724789537
2_99_2013-04-12,14954.243826337817
2_99_2013-04-19,14973.406283839793
2_99_2013-04-26,14992.585104278705
2_99_2013-05-03,15030.99186190019
2_99_2013-05-10,15069.464155068066
2_99_2013-05-17,15127.2955961758
2_99_2013-05-24,15146.605571506174
2_99_2013-05-31,15165.93197262249
2_99_2013-06-07,15185.274806507969
2_99_2013-06-14,15204.634080145843
2_99_2013-06-21,15224.009800519323
2_99_2013-07-05,15243.401974611645
2_99_2013-07-12,15262.810609406019
2_99_2013-07-19,15282.235711885674
2_99_2013-07-26,15301.677289033838
3_1_2012-11-02,3455.9471021970685
3_1_2012-11-09,3463.165425570303
3_1_2012-11-16,3470.393793069081
3_1_2012-11-23,3477.632211676628
3_1_2012-11-30,3484.880688376167
3_1_2012-12-07,3492.139230150921
3_1_2012-12-14,3499.407843984115
3_1_2012-12-21,3506.6865368589724
3_1_2012-12-28,3513.975315758715
3_1_2013-01-04,3521.2741876665696
3_1_2013-01-11,3528.583159565757
3_1_2013-01-18,3535.9022384395034
3_1_2013-01-25,3543.2314312710305
3_1_2013-02-01,3550.570745043564
3_1_2013-02-08,3565.2797633445407
3_1_2013-02-15,3572.649481839432
3_1_2013-02-22,3580.029349208224
3_1_2013-03-01,3587.4193724341385
3_1_2013-03-08,3594.819558500402
3_1_2013-03-15,3602.2299143902364
3_1_2013-03-22,3609.6504470868645
3_1_2013-03-29,3617.0811635735126
3_1_2013-04-05,3624.522070833403
3_1_2013-04-12,3631.9731758497587
3_1_2013-04-19,3639.434485605804
3_1_2013-04-26,3646.906007084764
3_1_2013-05-03,3654.3877472698614
3_1_2013-05-10,3661.8797131443184
3_1_2013-05-17,3669.3819116913614
3_1_2013-05-24,3676.8943498942126
3_1_2013-05-31,3684.4170347360946
